12744119954788451077;d8d7
7939422249411504741;a7a5|d7b6|d7c5
850251189747198586;f2f3
640727352679557901;d8b6
10531771360366430003;b5d7
8374348000369395259;d8b6
7441362044296008408;d4c5
5436367534010529058;d7d5
14005469165789662611;c5d4
16001115399848909620;h7h5
17497513786249364962;c4d5
10585847061796293141;c7c6|a7a6|f8g7|e7e5
14949527923379590904;b4c3
13900441077244015087;g8f6
16459140973557530178;g2g4
9188557915375495759;e6d5
3018630659734453585;g1f3|c1f4|d1b3|c1g5
8471197683317310930;c8b7
15934552860017729435;e1g1|d2d4|d2d3
18210908418953071459;f6e7|c8e6
688502654771614237;c7c5
9887543243901994441;c4d5
11477517732801688671;c8g4|g7g6|c8f5|h7h6|f6d7
17821756055385678909;c5d4
11178143543649750547;d8a5|a7a6|e7e6|e8g8
9775314109730551485;e1g1
1680956835811828149;h2h3
9932140561595581659;f1e2
9495204188402404500;e1g1
10747107076834076958;f3d4
6067283343024915463;b1c3|b1a3|c2c3|d2d4|d2d3
4517662030205859377;e8g8
17944668436332261268;d6e7
9245676348505869152;c5d4
4686186351846464335;f6e4|f6d7
4618259149811591169;d1f3
1038665368592659223;e7e6
17778459062845508170;e2e3
7175883292623100141;f6d5
2818880568492952854;b5a4
3553268293152108642;e7e6
4803897521344740076;h1d2|e2e3|f3e5|b1a3|c4d5
3446948271892070349;e4c3
13900329693262936418;b7b6|d7d5
11381107683814007614;f3d4
4905943991266030965;g1f3|d2d4|e2e4|c2c4|g2g3|b2b3|f2f4|b2b4|e2e3|b1c3|a2a3|d2d3|c2c3
14074039315919686772;d8f6
15355952108497848825;f2f3|h2h3|f1e2
7664879599826503634;c7c5|f6d7|e8g8
9155071057718100799;e7e6|g7g6
5415599860181229982;e8g8
5329465321895449681;c1g5|c4d5
16030892921576109553;d5e4
10842937133943036936;b7b5|c5c4
7449462547832733086;b1c3
18182434122216781932;d5b6
6594391099920729262;e7e6
16999452920579889600;f8e7|d7d5
10412323408631790757;g1f3|f1c4|b1c3|f2f4|d2d4|d1h5|d2d3|a2a3
11043555585127834991;c1b2
11878805922219654605;e5d3|d1d3
1866549359686655779;d4d5
9663365154323898142;g7f6|g4f6
15482768166699334469;d8a5
9447167164652825838;b1c3
15681876350205582283;d3d4
13583966430814257440;a2a3
10302947774692468186;d8e7
1298170882667358236;d7d6|c6e7
18041881563892144034;c7c6
3875568187191433168;c4d5
13957157936229516131;f1g2
13162612032351846055;d3c4
9937631622552975310;e1g1|c4a2
12491637354196757152;e5c6
18047289104671835139;b8c6|b7b6|a7a6|d8c7
1412090352207731132;d8c7|f6d7
14432744262180423336;e2f3
6954612522518796923;c1g5|c1f4|e2e4
17354250590329838470;d1e2
17134604155044835812;f2f4|d1d2|g1f3
16932536556983361402;f6e4
18012370112335837620;c1e3|c4d5
15271385052114166266;d8b6|c5d4|b7b6|d7d6
16949805138037197682;d7d5|g8f6|c7c5|b7b6|g7g6|f7f5|e7e6|b8c6|d7d6|c7c6|b7b5
14326989764926520944;d4d3
7679924690475439258;f6d7
17892406952598789039;h1g3
7126474136518330546;b2b3
11231554627056264553;b8c6|e8g8|d7b6
5913224229805493596;f6d7
5651913491349297601;d2d4|g1f3
1133616903182918516;e6d5|d8f6
11473296904848585087;b1d2
12006507544962362259;f8d6
9402440126640767436;e8g8
215297712823405302;f6d7
16587710787435962977;e6e5
17475028837887262022;g2f3
12546189880066837681;c2c4|d2d3
13991628425953621083;e1g1|h2h3|c4c5
8819482764983869927;c2c3
18060284966689207566;g8f6|f8e7
12721890538477530344;c7c6
17103270972935082297;c8b7
7167219344914237683;g7g6|e7e6|g8f6|d7d6|c6d4|a7a6|d8b6|c6a5|d8c7
1655853780176125810;a1b1
17701687589251795026;e5f3
2124641356762496915;h2g3
18385956635351940052;e1g1|c2c4|d2d4
4666332958646151069;h7h6
9043350642099739221;h1d2|f1e1
10007751525495102864;f1g2
